ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
2123,"Film, Television, Radio and Stage Directors",Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
2124,Journalists and Other Writers,Numeracy,2,Basic,Check the weight and length of a product against a job ticket
2124,Journalists and Other Writers,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
2124,Journalists and Other Writers,Teamwork,6,Intermediate,Initiate team problem solving sessions
2124,Journalists and Other Writers,Writing,8,High,Write a legally binding contract for services provided by one business to another
2124,Journalists and Other Writers,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
2124,Journalists and Other Writers,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
2124,Journalists and Other Writers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
2124,Journalists and Other Writers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
2124,Journalists and Other Writers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
2124,Journalists and Other Writers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
2221,Financial Brokers,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
2221,Financial Brokers,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
2221,Financial Brokers,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
2221,Financial Brokers,Writing,6,Intermediate,Write a memo to staff outlining new directives
2221,Financial Brokers,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
2221,Financial Brokers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
2221,Financial Brokers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
2221,Financial Brokers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
2221,Financial Brokers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
2221,Financial Brokers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
2222,Financial Dealers,Numeracy,7,Intermediate,Write a detailed report based on a comprehensive statistical analysis of the causes of workplace accidents
2222,Financial Dealers,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
2222,Financial Dealers,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
2222,Financial Dealers,Writing,6,Intermediate,Write a memo to staff outlining new directives
2222,Financial Dealers,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
2222,Financial Dealers,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
2222,Financial Dealers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
2222,Financial Dealers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
2222,Financial Dealers,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
2222,Financial Dealers,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
2232,ICT Trainers,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
2232,ICT Trainers,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
2232,ICT Trainers,Teamwork,6,Intermediate,Initiate team problem solving sessions
2232,ICT Trainers,Writing,7,Intermediate,Write a detailed literature review
2232,ICT Trainers,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
2232,ICT Trainers,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
2232,ICT Trainers,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
2232,ICT Trainers,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
2232,ICT Trainers,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
2232,ICT Trainers,Initiative and innovation,9,High,Collaborate with others to prepare and perform artistic productions
2233,Training and Development Professionals,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
2233,Training and Development Professionals,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
2233,Training and Development Professionals,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
2233,Training and Development Professionals,Writing,7,Intermediate,Write a detailed literature review
